"best_anno","most_freq_anno","anno_score","was_loc","GeneID"
"ANKRD28","ANKRD28","2","N","ANKRD28"
"ANKRD29","ANKRD29","2","N","ANKRD29"
"ANKRD31","ANKRD31","2","N","ANKRD31"
"ANKRD33","ANKRD33","3","N","ANKRD33"
"ANKRD33B","ANKRD33B","3","N","ANKRD33B"
"ANKRD34A","ANKRD34A","2","N","ANKRD34A"
"ANKRD34B","ANKRD34B","2","N","ANKRD34B"
"ANKRD34C","ANKRD34C","3","N","ANKRD34C"
"ANKRD37","ANKRD37","2","N","ANKRD37"
"ANKRD39","ANKRD39","3","N","ANKRD39"
"ANKRD40","ANKRD40","3","N","ANKRD40"
"ANKRD42","ANKRD42","3","N","ANKRD42"
"ANKRD46","ANKRD46","2","N","ANKRD46"
"ANKRD49","ANKRD49","2","N","ANKRD49"
"ANKRD50","ANKRD50","3","N","ANKRD50"
"ANKRD52","ANKRD52","3","N","ANKRD52"
"ANKRD44","ANKRD44","2","N","ANKRD44"
"ANKRD54","ANKRD54","2","N","ANKRD54"
"ANKRD55","ANKRD55","2","N","ANKRD55"
"ANKRD6","ANKRD6","2","N","ANKRD6"
"ANKRD66","ANKRD66","2","N","ANKRD66"
"LOC114002940","LOC114002940","1","N","LOC114002940"
"ANKRD9","ANKRD9","3","N","ANKRD9"
"ANKS1A","ANKS1A","2","N","ANKS1A"
"ANKS3","ANKS3","3","N","ANKS3"
"ANKS4B","ANKS4B","3","N","ANKS4B"
"ANKS6","ANKS6","2","N","ANKS6"
"ANKZF1","ANKZF1","2","N","ANKZF1"
"ANLN","ANLN","2","N","ANLN"
"ANO1","ANO1","2","N","ANO1"
"ANO10","ANO10","2","N","ANO10"
"ANO2","ANO2","3","N","ANO2"
"ANO3","ANO3","3","N","ANO3"
"ANO4","ANO4","2","N","ANO4"
"ANO5","ANO5","3","N","ANO5"
"ANO6","ANO6","2","N","ANO6"
"ANO8","ANO8","3","N","ANO8"
"ANO9","ANO9","2","N","ANO9"
"ANOS1","ANOS1","3","N","ANOS1"
"ANP32A","ANP32A","2","N","ANP32A"
"ANP32E","ANP32E","3","N","ANP32E"
"ANPEP","ANPEP","3","N","ANPEP"
"FAM173A","FAM173A","2","N","FAM173A"
"ANTXR1","ANTXR1","3","N","ANTXR1"
"ANTXRL","ANTXRL","2","N","ANTXRL"
"ANTXR2","ANTXR2","3","N","ANTXR2"
"ANXA1","ANXA1","3","N","ANXA1"
"ANXA10","ANXA10","3","N","ANXA10"
"ANXA13","ANXA13","3","N","ANXA13"
"ANXA2","ANXA2","3","N","ANXA2"
"ANXA4","ANXA4","2","N","ANXA4"
"ANXA11","ANXA11","2","N","ANXA11"
"ANXA5","ANXA5","3","N","ANXA5"
"ANXA6","ANXA6","3","N","ANXA6"
"ANXA7","ANXA7","3","N","ANXA7"
"ANXA8L1","ANXA8L1","2","N","ANXA8L1"
"AOAH","AOAH","2","N","AOAH"
"AOC1","AOC1","2","N","AOC1"
"LOC114002113","LOC114002113","1","N","LOC114002113"
"LOC114000867","LOC114000867","1","N","LOC114000867"
"AOPEP","AOPEP","2","N","AOPEP"
"AOX1","AOX1","3","N","AOX1"
"AP1AR","AP1AR","2","N","AP1AR"
"AP1B1","AP1B1","2","N","AP1B1"
"AP1G1","AP1G1","3","N","AP1G1"
"AP1G1","AP1G1","2","N","AP3D1"
"AP1M1","AP1M1","3","N","AP1M1"
"AP1M1","AP1M1","2","N","AP1M2"
"LOC114001270","LOC114001270","1","N","LOC114001270"
"AP1S2","AP1S2","3","N","AP1S2"
"AP1S3","AP1S3","3","N","AP1S3"
"AP2A2","AP2A2","3","N","AP2A2"
"AP2B1","AP2B1","2","N","AP2B1"
"AP2M1","AP2M1","3","N","AP2M1"
"AP3B1","AP3B1","2","N","AP3B1"
"AP3B2","AP3B2","2","N","AP3B2"
"AP3M1","AP3M1","3","N","AP3M1"
"AP3M2","AP3M2","2","N","AP3M2"
"AP3S1","AP3S1","3","N","AP3S1"
"AP4B1","AP4B1","3","N","AP4B1"
"AP4E1","AP4E1","2","N","AP4E1"
"AP4S1","AP4S1","2","N","AP4S1"
"AP5M1","AP5M1","3","N","AP5M1"
"AP5S1","AP5S1","3","N","AP5S1"
"AP5Z1","AP5Z1","3","N","AP5Z1"
"APAF1","APAF1","2","N","APAF1"
"APBA1","APBA1","2","N","APBA1"
"APBA3","APBA3","2","N","APBA3"
"APBA2","APBA2","2","N","APBA2"
"APBB1","APBB1","2","N","APBB1"
"APBB1IP","APBB1IP","3","N","APBB1IP"
"APBB2","APBB2","2","N","APBB2"
"LOC113993462","LOC113993462","1","N","LOC113993462"
"APBB3","APBB3","2","N","APBB3"
"APC","APC","3","N","APC"
"APC2","APC2","3","N","APC2"
"APCDD1","APCDD1","3","N","APCDD1"
"APCDD1L","APCDD1L","3","N","APCDD1L"
"APELA","APELA","3","N","APELA"
"APEX1","APEX1","2","N","APEX1"
"APH1A","APH1A","3","N","APH1A"
"API5","API5","3","N","API5"
"API5","API5","2","Y","LOC113987107"
"APIP","APIP","3","N","APIP"
"APLF","APLF","2","Y","LOC113985064"
"APLF","APLF","2","Y","LOC113995770"
"APLF","APLF","2","Y","LOC113995771"
"APLF","APLF","2","Y","LOC114002412"
"APLNR","APLNR","3","N","APLNR"
"APLP2","APLP2","3","N","APLP2"
"APMAP","APMAP","3","N","APMAP"
"APOA1","APOA1","3","N","APOA1"
"APOA4","APOA4","3","N","APOA4"
"APOA5","APOA5","2","N","APOA5"
"APOB","APOB","3","N","APOB"
"APOBEC2","APOBEC2","3","N","APOBEC2"
"APOBEC4","APOBEC4","3","N","APOBEC4"
"APOD","APOD","3","N","APOD"
"APOF","APOF","3","N","APOF"
"APOH","APOH","3","N","APOH"
"APOLD1","APOLD1","3","N","APOLD1"
"APOO","APOO","3","N","APOO"
"APOO","APOO","2","Y","LOC113983345"
"APOOL","APOOL","3","N","APOOL"
"APP","APP","3","N","APP"
"APPBP2","APPBP2","3","N","APPBP2"
"APPL1","APPL1","2","N","APPL1"
"APPL2","APPL2","3","N","APPL2"
"APRT","APRT","3","N","APRT"
"APTX","APTX","3","N","APTX"
"AQP1","AQP1","3","N","AQP1"
"AQP10","AQP10","2","N","AQP10"
"AQP11","AQP11","2","N","AQP11"
"AQP2","AQP2","3","N","AQP2"
"AQP3","AQP3","3","N","AQP3"
"AQP4","AQP4","3","N","AQP4"
"AQP8","AQP8","3","N","AQP8"
"AQP9","AQP9","3","N","AQP9"
"AQR","AQR","2","N","AQR"
"AR","AR","3","N","AR"
"ARAP2","ARAP2","2","N","ARAP2"
"ARAP3","ARAP3","2","N","ARAP3"
"ARC","ARC","3","N","ARC"
"ARCN1","ARCN1","3","N","ARCN1"
"AREG","AREG","3","N","AREG"
"AREL1","AREL1","2","N","AREL1"
"ARF1","ARF1","3","N","ARF1"
"TRIM23","TRIM23","1","N","TRIM23"
"ARF3","ARF3","3","N","ARF3"
"ARF4","ARF4","3","N","ARF4"
"ARF6","ARF6","3","N","ARF6"
"ARFGAP1","ARFGAP1","3","N","ARFGAP1"
"ARFGAP2","ARFGAP2","3","N","ARFGAP2"
"ARFGAP3","ARFGAP3","3","N","ARFGAP3"
"ARFGEF1","ARFGEF1","3","N","ARFGEF1"
"ARFGEF2","ARFGEF2","3","N","ARFGEF2"
"ARFGEF3","ARFGEF3","2","N","ARFGEF3"
"ARFIP1","ARFIP1","3","N","ARFIP1"
"ARFIP2","ARFIP2","2","N","ARFIP2"
"ARFRP1","ARFRP1","2","N","ARFRP1"
"ARG2","ARG2","3","N","ARG2"
"ARGLU1","ARGLU1","3","N","ARGLU1"
"ARHGAP1","ARHGAP1","2","N","ARHGAP1"
"ARHGAP10","ARHGAP10","2","N","ARHGAP10"
"ARHGAP11A","ARHGAP11A","2","N","ARHGAP11A"
"ARHGAP12","ARHGAP12","2","N","ARHGAP12"
"ARHGAP15","ARHGAP15","3","N","ARHGAP15"
"ARHGAP17","ARHGAP17","2","N","ARHGAP17"
"ARHGAP18","ARHGAP18","2","N","ARHGAP18"
"ARHGAP19","ARHGAP19","3","N","ARHGAP19"
"ARHGAP21","ARHGAP21","3","N","ARHGAP21"
"ARHGAP22","ARHGAP22","2","N","ARHGAP22"
"ARHGAP23","ARHGAP23","2","N","ARHGAP23"
"ARHGAP24","ARHGAP24","2","N","ARHGAP24"
"LOC113989454","LOC113989454","1","N","LOC113989454"
"ARHGAP25","ARHGAP25","3","N","ARHGAP25"
"ARHGAP26","ARHGAP26","3","N","ARHGAP26"
"ARHGAP27","ARHGAP27","2","N","ARHGAP27"
"ARHGAP28","ARHGAP28","2","N","ARHGAP28"
"ARHGAP31","ARHGAP31","2","N","ARHGAP31"
"ARHGAP32","ARHGAP32","2","N","ARHGAP32"
"ARHGAP35","ARHGAP35","3","N","ARHGAP35"
"ARHGAP40","ARHGAP40","3","N","ARHGAP40"
"ARHGAP42","ARHGAP42","3","N","ARHGAP42"
"ARHGAP44","ARHGAP44","2","N","ARHGAP44"
"ARHGAP45","ARHGAP45","3","N","ARHGAP45"
"ARHGAP29","ARHGAP29","2","N","ARHGAP29"
"ARHGAP5","ARHGAP5","3","N","ARHGAP5"
"ARHGAP6","ARHGAP6","3","N","ARHGAP6"
"LOC113984178","LOC113984178","1","N","LOC113984178"
"ARHGDIA","ARHGDIA","3","N","ARHGDIA"
"ARHGDIB","ARHGDIB","3","N","ARHGDIB"
"ARHGDIG","ARHGDIG","2","N","ARHGDIG"
"ARHGEF10","ARHGEF10","2","N","ARHGEF10"
"ARHGEF10L","ARHGEF10L","2","N","ARHGEF10L"
"ARHGEF11","ARHGEF11","2","N","ARHGEF11"
"ARHGEF12","ARHGEF12","2","N","ARHGEF12"
"ARHGEF16","ARHGEF16","2","N","ARHGEF16"
"ARHGEF17","ARHGEF17","3","N","ARHGEF17"
"ARHGEF18","ARHGEF18","2","N","ARHGEF18"
"ARHGEF26","ARHGEF26","3","N","ARHGEF26"
"ARHGEF28","ARHGEF28","2","N","ARHGEF28"
"ARHGEF3","ARHGEF3","3","N","ARHGEF3"
"ARHGEF33","ARHGEF33","2","N","ARHGEF33"
"ARHGEF37","ARHGEF37","3","N","ARHGEF37"
"ARHGEF38","ARHGEF38","2","N","ARHGEF38"
"ARHGEF39","ARHGEF39","3","N","ARHGEF39"
"ARHGEF4","ARHGEF4","3","N","ARHGEF4"
"ARHGEF5","ARHGEF5","2","N","ARHGEF5"
"ARHGEF6","ARHGEF6","3","N","ARHGEF6"
"ARHGEF7","ARHGEF7","2","N","ARHGEF7"
"ARHGEF9","ARHGEF9","2","N","ARHGEF9"
"ARID1A","ARID1A","2","N","ARID1A"
"ARID1B","ARID1B","2","N","ARID1B"
"ARID2","ARID2","2","N","ARID2"
"ARID3A","ARID3A","3","N","ARID3A"
"ARID3C","ARID3C","2","N","ARID3C"
"ARID3B","ARID3B","3","N","ARID3B"
"ARID4A","ARID4A","3","N","ARID4A"
"ARID4B","ARID4B","2","N","ARID4B"
"ARID5A","ARID5A","3","N","ARID5A"
"ARID5B","ARID5B","3","N","ARID5B"
"ARIH1","ARIH1","3","N","ARIH1"
"ARIH2","ARIH2","3","N","ARIH2"
"ARL1","ARL1","3","N","ARL1"
"ARL11","ARL11","2","N","ARL11"
"ARL13B","ARL13B","2","N","ARL13B"
"ARL14","ARL14","3","N","ARL14"
"ARL14EP","ARL14EP","3","N","ARL14EP"
"ARL14EPL","ARL14EPL","3","N","ARL14EPL"
"ARL15","ARL15","2","N","ARL15"
"ARL16","ARL16","2","N","ARL16"
"ARL2","ARL2","2","N","ARL2"
"ARL2BP","ARL2BP","3","N","ARL2BP"
"ARL3","ARL3","2","N","ARL3"
"LOC113986778","LOC113986778","1","N","LOC113986778"
"ARL4A","ARL4A","2","N","ARL4A"
"ARL4C","ARL4C","3","N","ARL4C"
"ARL5A","ARL5A","2","N","ARL5A"
"ARL5B","ARL5B","3","N","ARL5B"
"ARL6","ARL6","3","N","ARL6"
"ARL6IP1","ARL6IP1","3","N","ARL6IP1"
"ARL6IP4","ARL6IP4","2","N","ARL6IP4"
"ARL6IP5","ARL6IP5","3","N","ARL6IP5"
"ARL8A","ARL8A","3","N","ARL8A"
"ARL8B","ARL8B","2","N","ARL8B"
"ARL9","ARL9","3","N","ARL9"
"ARMC1","ARMC1","3","N","ARMC1"
"ARMC2","ARMC2","2","N","ARMC2"
"ARMC3","ARMC3","2","N","ARMC3"
"ARMC4","ARMC4","2","N","ARMC4"
"ARMC6","ARMC6","2","N","ARMC6"
"ARMC7","ARMC7","3","N","ARMC7"
"ARMC8","ARMC8","3","N","ARMC8"
"ARMC9","ARMC9","2","N","ARMC9"
"ARMC10","ARMC10","1","N","ARMC10"
"ARMH1","ARMH1","2","N","ARMH1"
"ARMH3","ARMH3","2","N","ARMH3"
"ARMH4","ARMH4","2","N","ARMH4"
"ARMT1","ARMT1","2","N","ARMT1"
"ARNT","ARNT","3","N","ARNT"
"ARNT","ARNT","3","N","ARNT2"
"ARNTL","ARNTL","3","N","ARNTL"
"ARNTL2","ARNTL2","3","N","ARNTL2"
"ARPC1A","ARPC1A","3","N","ARPC1A"
"ARPC1B","ARPC1B","3","N","ARPC1B"
"ARPC2","ARPC2","3","N","ARPC2"
"ARPC3","ARPC3","3","N","ARPC3"
"ARPC4","ARPC4","3","N","ARPC4"
"ARPC5","ARPC5","3","N","ARPC5"
"ARPC5L","ARPC5L","3","N","ARPC5L"
"ARPP19","ARPP19","3","N","ARPP19"
"ARPP21","ARPP21","2","N","ARPP21"
"ARR3","ARR3","3","N","ARR3"
"ARRB1","ARRB1","2","N","ARRB1"
"ARRDC1","ARRDC1","3","N","ARRDC1"
"ARRDC2","ARRDC2","2","N","ARRDC2"
"ARRDC3","ARRDC3","2","N","ARRDC3"
"ARRDC4","ARRDC4","2","N","ARRDC4"
"ARSA","ARSA","2","N","ARSA"
"ARSB","ARSB","3","N","ARSB"
"ARSG","ARSG","3","N","ARSG"
"ARSI","ARSI","3","N","ARSI"
"ARSI","ARSI","2","Y","LOC113986980"
"ARSJ","ARSJ","2","N","ARSJ"
"ARSK","ARSK","3","N","ARSK"
"ART4","ART4","3","N","ART4"
"ARV1","ARV1","2","N","ARV1"
"ARVCF","ARVCF","3","N","ARVCF"
"ARX","ARX","2","N","ARX"
"ASAH1","ASAH1","3","N","ASAH1"
"ASAH2","ASAH2","3","N","ASAH2"
"ASAP1","ASAP1","2","N","ASAP1"
"ASAP2","ASAP2","2","N","ASAP2"
"ASAP3","ASAP3","2","N","ASAP3"
"ASB1","ASB1","3","N","ASB1"
"ASB10","ASB10","2","N","ASB10"
"ASB11","ASB11","2","N","ASB11"
"ASB12","ASB12","3","N","ASB12"
"ASB13","ASB13","3","N","ASB13"
"ASB14","ASB14","2","N","ASB14"
"ASB16","ASB16","3","N","ASB16"
"ASB18","ASB18","2","N","ASB18"
"ASB2","ASB2","2","N","ASB2"
"ASB3","ASB3","3","N","ASB3"
"ASB4","ASB4","3","N","ASB4"
"ASB5","ASB5","2","N","ASB5"
"ASB6","ASB6","3","N","ASB6"
"ASB7","ASB7","3","N","ASB7"
"ASB8","ASB8","3","N","ASB8"
"ASB9","ASB9","3","N","ASB9"
"ASCC1","ASCC1","2","N","ASCC1"
"ASCC2","ASCC2","2","N","ASCC2"
"ASCC3","ASCC3","3","N","ASCC3"
"ASCL1","ASCL1","3","N","ASCL1"
"ASCL2","ASCL2","2","N","ASCL2"
"ASCL3","ASCL3","3","N","ASCL3"
"ASCL4","ASCL4","3","N","ASCL4"
"ASF1A","ASF1A","3","N","ASF1A"
"ASH1L","ASH1L","2","N","ASH1L"
"PBRM1","PBRM1","2","N","PBRM1"
"ASH2L","ASH2L","3","N","ASH2L"
"ASIC1","ASIC1","2","N","ASIC3"
"ASIC1","ASIC1","2","Y","LOC113996932"
"ASIC4","ASIC4","2","N","ASIC4"
"ASIC5","ASIC5","2","N","ASIC5"
"ASL","ASL","3","N","ASL"
"ASMT","ASMT","3","N","ASMT"
"ASMT","ASMT","3","N","ASMTL"
"ASNS","ASNS","3","N","ASNS"
"ASNSD1","ASNSD1","3","N","ASNSD1"
"ASNSD1","ASNSD1","2","N","ASDURF"
"ASPA","ASPA","2","N","ASPA"
"ASPDH","ASPDH","3","N","ASPDH"
"ASPG","ASPG","2","N","ASPG"
"ASPH","ASPH","2","N","ASPH"
"ASPHD2","ASPHD2","3","N","ASPHD2"
"ASPM","ASPM","2","N","ASPM"
"ASPN","ASPN","3","N","ASPN"
"ASPSCR1","ASPSCR1","2","N","ASPSCR1"
"ASRGL1","ASRGL1","2","N","ASRGL1"
"ASS1","ASS1","3","N","ASS1"
"ASTE1","ASTE1","2","N","ASTE1"
"ASTL","ASTL","2","Y","LOC113987148"
"ASTN1","ASTN1","2","N","ASTN1"
"ASTN2","ASTN2","3","N","ASTN2"
"ASXL1","ASXL1","2","N","ASXL1"
"ASXL2","ASXL2","3","N","ASXL2"
"ASXL3","ASXL3","2","N","ASXL3"
"ASZ1","ASZ1","3","N","ASZ1"
"ATAD1","ATAD1","2","N","ATAD1"
"ATAD2","ATAD2","2","N","ATAD2"
"LOC113990233","LOC113990233","1","N","LOC113990233"
"ATAD2B","ATAD2B","2","N","ATAD2B"
"ATAD5","ATAD5","3","N","ATAD5"
"ATAT1","ATAT1","2","N","ATAT1"
"ATCAY","ATCAY","2","N","ATCAY"
"ATE1","ATE1","3","N","ATE1"
"ATF1","ATF1","2","N","ATF1"
"ATF2","ATF2","3","N","ATF2"
"ATF3","ATF3","2","N","ATF3"
"ATF4","ATF4","3","N","ATF4"
"ATF6","ATF6","2","N","ATF6"
"ATF7","ATF7","2","N","ATF7"
"ATF7IP","ATF7IP","3","N","ATF7IP"
"ATG101","ATG101","2","N","ATG101"
"ATG12","ATG12","2","N","ATG12"
"ATG13","ATG13","2","N","ATG13"
"ATG14","ATG14","3","N","ATG14"
"ATG16L1","ATG16L1","2","N","ATG16L1"
"ATG2B","ATG2B","3","N","ATG2B"
"ATG3","ATG3","3","N","ATG3"
"ATG4A","ATG4A","3","N","ATG4A"
"ATG4B","ATG4B","3","N","ATG4B"
"ATG4C","ATG4C","2","N","ATG4C"
"ATG4D","ATG4D","2","N","ATG4D"
"ATG5","ATG5","3","N","ATG5"
"ATG7","ATG7","3","N","ATG7"
"ATG9A","ATG9A","3","N","ATG9A"
"ATG9A","ATG9A","2","N","ATG9B"
"ATIC","ATIC","3","N","ATIC"
"ATL1","ATL1","2","N","ATL1"
"ATL2","ATL2","2","N","ATL2"
"ATM","ATM","3","N","ATM"
"ATMIN","ATMIN","2","N","ATMIN"
"ATN1","ATN1","2","N","ATN1"
"ATOH1","ATOH1","3","N","ATOH1"
"ATOH7","ATOH7","3","N","ATOH7"
"ATOH8","ATOH8","3","N","ATOH8"
"ATOX1","ATOX1","3","N","ATOX1"
"ATP10A","ATP10A","3","N","ATP10A"
"ATP10A","ATP10A","2","Y","LOC113993671"
"ATP10B","ATP10B","2","N","ATP10B"
"ATP10D","ATP10D","2","N","ATP10D"
"ATP11A","ATP11A","2","N","ATP11A"
"ATP11B","ATP11B","2","N","ATP11B"
"ATP11C","ATP11C","2","N","ATP11C"
"ATP13A1","ATP13A1","2","N","ATP13A1"
"LOC113990341","LOC113990341","1","N","LOC113990341"
"ATP13A2","ATP13A2","3","N","ATP13A2"
"ATP13A3","ATP13A3","2","N","ATP13A3"
"ATP13A4","ATP13A4","2","Y","LOC113996788"
"ATP1A1","ATP1A1","3","N","ATP1A1"
"LOC113997053","LOC113997053","1","N","LOC113997053"
"ATP1B1","ATP1B1","3","N","ATP1B1"
"ATP1B3","ATP1B3","3","N","ATP1B3"
"ATP1B4","ATP1B4","3","N","ATP1B4"
"ATP23","ATP23","3","N","ATP23"
"ATP2A3","ATP2A3","3","N","ATP2A3"
"ATP2A2","ATP2A2","2","N","ATP2A2"
"ATP2B1","ATP2B1","3","N","ATP2B1"
"ATP2B2","ATP2B2","3","N","ATP2B2"
"ATP2B4","ATP2B4","1","N","ATP2B4"
"ATP2C1","ATP2C1","2","N","ATP2C1"
"ATP2C2","ATP2C2","3","N","ATP2C2"
"ATP12A","ATP12A","2","N","ATP12A"
"ATP4B","ATP4B","3","N","ATP4B"
"ATP5F1A","ATP5F1A","2","N","ATP5F1A"
"ATP5F1B","ATP5F1B","2","N","ATP5F1B"
"ATP5F1C","ATP5F1C","2","N","ATP5F1C"
"ATP5F1D","ATP5F1D","2","N","ATP5F1D"
"ATP5MC1","ATP5MC1","2","N","ATP5MC1"
"ATP5MC3","ATP5MC3","1","N","ATP5MC3"
"ATP5MD","ATP5MD","2","N","ATP5MD"
"ATP5MF","ATP5MF","2","N","ATP5MF"
"CUNH17orf80","CUNH17orf80","1","N","CUNH17orf80"
"ATP5MG","ATP5MG","2","N","ATP5MG"
"ATP5PB","ATP5PB","2","N","ATP5PB"
"ATP5PD","ATP5PD","2","N","ATP5PD"
"ATP5PF","ATP5PF","2","N","ATP5PF"
"ATP5PO","ATP5PO","2","N","ATP5PO"
"ATP6AP1","ATP6AP1","3","N","ATP6AP1"
"ATP6AP1","ATP6AP1","3","N","ATP6AP1L"
"ATP6AP2","ATP6AP2","3","N","ATP6AP2"
"ATP6V0A1","ATP6V0A1","3","N","ATP6V0A1"
"ATP6V0A2","ATP6V0A2","3","N","ATP6V0A2"
"ATP6V0A4","ATP6V0A4","3","N","ATP6V0A4"
"ATP6V0B","ATP6V0B","3","N","ATP6V0B"
"ATP6V0C","ATP6V0C","3","N","ATP6V0C"
"ATP6V0D1","ATP6V0D1","3","N","ATP6V0D1"
"ATP6V0D2","ATP6V0D2","2","N","ATP6V0D2"
"ATP6V0E1","ATP6V0E1","3","N","ATP6V0E1"
"ATP6V1A","ATP6V1A","3","N","ATP6V1A"
"ATP6V1B2","ATP6V1B2","3","N","ATP6V1B2"
"ATP6V1C1","ATP6V1C1","2","N","ATP6V1C1"
"ATP6V1C2","ATP6V1C2","2","N","ATP6V1C2"
"ATP6V1D","ATP6V1D","3","N","ATP6V1D"
"ATP6V1E1","ATP6V1E1","3","N","ATP6V1E1"
"ATP6V1F","ATP6V1F","2","N","ATP6V1F"
"ATP6V1G1","ATP6V1G1","3","N","ATP6V1G1"
"LOC113984929","LOC113984929","1","N","LOC113984929"
"ATP6V1G3","ATP6V1G3","3","N","ATP6V1G3"
"ATP6V1H","ATP6V1H","3","N","ATP6V1H"
"ATP7A","ATP7A","2","N","ATP7A"
"ATP7B","ATP7B","2","N","ATP7B"
"ATP8A1","ATP8A1","2","N","ATP8A1"
"ATP8A2","ATP8A2","2","N","ATP8A2"
"ATP8B1","ATP8B1","3","N","ATP8B1"
"LOC113999211","LOC113999211","1","N","LOC113999211"
"ATP8B3","ATP8B3","2","N","ATP8B3"
"ATP9A","ATP9A","2","N","ATP9A"
"ATP9B","ATP9B","2","N","ATP9B"
"ATPAF1","ATPAF1","2","N","ATPAF1"
"ATPAF2","ATPAF2","2","N","ATPAF2"
"ATPSCKMT","ATPSCKMT","2","N","ATPSCKMT"
"ATR","ATR","3","N","ATR"
"ATRAID","ATRAID","2","Y","LOC113997777"
"ATRAID","ATRAID","2","Y","LOC114002997"
"ATRIP","ATRIP","3","N","ATRIP"
"ATRN","ATRN","2","N","ATRN"
"LOC113996065","LOC113996065","1","N","LOC113996065"
"ATRNL1","ATRNL1","2","N","ATRNL1"
"ATRX","ATRX","2","N","ATRX"
"ATXN1","ATXN1","2","N","ATXN1"
"ATXN10","ATXN10","2","N","ATXN10"
"ATXN1L","ATXN1L","2","N","ATXN1L"
"ATXN2","ATXN2","2","N","ATXN2"
"ATXN3","ATXN3","3","N","ATXN3"
"ATXN7L1","ATXN7L1","2","N","ATXN7L1"
"ATXN7","ATXN7","3","N","ATXN7"
"ATXN7L3","ATXN7L3","2","N","ATXN7L3"
"AUP1","AUP1","2","N","AUP1"
"AURKA","AURKA","2","N","AURKA"
"AURKAIP1","AURKAIP1","3","N","AURKAIP1"
"AUTS2","AUTS2","2","N","AUTS2"
"LOC113993857","LOC113993857","1","N","LOC113993857"
"AVEN","AVEN","3","N","AVEN"
"AVL9","AVL9","3","N","AVL9"
"AVPR1A","AVPR1A","3","N","AVPR1A"
"AVPR1B","AVPR1B","3","N","AVPR1B"
"AXIN1","AXIN1","3","N","AXIN1"
"AXIN2","AXIN2","3","N","AXIN2"
"AZI2","AZI2","2","N","AZI2"
"AZIN1","AZIN1","3","N","AZIN1"
"AZIN2","AZIN2","3","N","AZIN2"
"B2M","B2M","3","N","B2M"
"B3GALNT1","B3GALNT1","2","N","B3GALNT1"
"B3GALNT2","B3GALNT2","2","N","B3GALNT2"
"B3GALT1","B3GALT1","3","N","B3GALT1"
"B3GALT2","B3GALT2","3","N","B3GALT2"
"B3GALT2","B3GALT2","2","Y","LOC114003899"
"B3GALT5","B3GALT5","3","N","B3GALT5"
"B3GALT6","B3GALT6","3","N","B3GALT6"
"B3GAT1","B3GAT1","3","N","B3GAT1"
"B3GAT2","B3GAT2","3","N","B3GAT2"
"B3GLCT","B3GLCT","3","N","B3GLCT"
"B3GNT2","B3GNT2","3","N","B3GNT2"
"B3GNT4","B3GNT4","3","N","B3GNT4"
"B3GNT7","B3GNT7","2","N","B3GNT7"
"B3GNT9","B3GNT9","3","N","B3GNT9"
"B3GNTL1","B3GNTL1","2","N","B3GNTL1"
"LOC113995978","LOC113995978","1","N","LOC113995978"
"B4GALNT1","B4GALNT1","2","N","B4GALNT1"
"LOC113983324","LOC113983324","1","N","LOC113983324"
"LOC113986062","LOC113986062","1","N","LOC113986062"
"LOC113993002","LOC113993002","1","N","LOC113993002"
"LOC114003454","LOC114003454","1","N","LOC114003454"
"LOC114004317","LOC114004317","1","N","LOC114004317"
"LOC113992406","LOC113992406","1","N","LOC113992406"
"LOC113993847","LOC113993847","1","N","LOC113993847"
"LOC113999153","LOC113999153","1","N","LOC113999153"
"B4GALNT3","B4GALNT3","2","N","B4GALNT3"
"B4GALNT4","B4GALNT4","2","N","B4GALNT4"
"B4GALT1","B4GALT1","3","N","B4GALT1"
"B4GALT2","B4GALT2","3","N","B4GALT2"
"B4GALT3","B4GALT3","3","N","B4GALT3"
"B4GALT4","B4GALT4","2","N","B4GALT4"
"B4GALT5","B4GALT5","2","N","B4GALT5"
"B4GALT6","B4GALT6","3","N","B4GALT6"
"B4GALT7","B4GALT7","3","N","B4GALT7"
"B9D1","B9D1","2","N","B9D1"
"LOC113999566","LOC113999566","1","N","LOC113999566"
"BAALC","BAALC","2","N","BAALC"
"BABAM1","BABAM1","2","N","BABAM1"
"BABAM2","BABAM2","2","N","BABAM2"
"BACE1","BACE1","2","N","BACE1"
"BACH1","BACH1","2","N","BACH1"
"BACH2","BACH2","2","N","BACH2"
"BAG1","BAG1","3","N","BAG1"
"BAG2","BAG2","3","N","BAG2"
"BAG3","BAG3","2","N","BAG3"
"BAG4","BAG4","3","N","BAG4"
"BAG5","BAG5","3","N","BAG5"
"BAHCC1","BAHCC1","3","N","BAHCC1"
"BAHD1","BAHD1","3","N","BAHD1"
"BAIAP2","BAIAP2","3","N","BAIAP2"
"BAIAP2L1","BAIAP2L1","3","N","BAIAP2L1"
"BAIAP2L2","BAIAP2L2","3","N","BAIAP2L2"
"BAK1","BAK1","3","N","BAK1"
"BAMBI","BAMBI","3","N","BAMBI"
"BANF1","BANF1","2","N","BANF1"
"BANK1","BANK1","2","N","BANK1"
"BANP","BANP","3","N","BANP"
"BAP1","BAP1","3","N","BAP1"
"BARD1","BARD1","3","N","BARD1"
"BARHL1","BARHL1","2","N","BARHL1"
"BARHL2","BARHL2","3","N","BARHL2"
"LOC113982533","LOC113982533","1","N","LOC113982533"
"BARX1","BARX1","3","N","BARX1"
"BARX2","BARX2","3","N","BARX2"
